"序號","分類","字母","級數","級數代碼","單字或片語","詞性","中文釋義","註解","學術字彙","來源"
"1169","英檢中級 GEPT Intermediate","H","中級","I","heavenly","adj.","天的、天堂般的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1170","英檢中級 GEPT Intermediate","H","中級","I","heel","noun","腳後跟、鞋後跟","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1171","英檢中級 GEPT Intermediate","H","中級","I","hell","noun","地獄","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1172","英檢中級 GEPT Intermediate","H","中級","I","helmet","noun","頭盔、安全帽","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1173","英檢中級 GEPT Intermediate","H","中級","I","hence","adv.","因此","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1174","英檢中級 GEPT Intermediate","H","中級","I","herd","noun/verb","牧群；放牧","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1175","英檢中級 GEPT Intermediate","H","中級","I","hesitate","verb","猶豫","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1176","英檢中級 GEPT Intermediate","H","中級","I","hesitation","noun","猶豫","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1177","英檢中級 GEPT Intermediate","H","中級","I","hidden","adj.","隱藏的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1178","英檢中級 GEPT Intermediate","H","中級","I","high-rise","adj./noun","（建築）高層的；高樓建築","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1179","英檢中級 GEPT Intermediate","H","中級","I","highly","adv.","非常、高","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1180","英檢中級 GEPT Intermediate","H","中級","I","hijack","verb","劫持、劫機","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1181","英檢中級 GEPT Intermediate","H","中級","I","hijacker","noun","劫機者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1182","英檢中級 GEPT Intermediate","H","中級","I","hiker","noun","遠足者、健行者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1183","英檢中級 GEPT Intermediate","H","中級","I","hint","noun/verb","提示、暗示、建議","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1184","英檢中級 GEPT Intermediate","H","中級","I","historian","noun","歷史學家","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1185","英檢中級 GEPT Intermediate","H","中級","I","historic","adj.","歷史性的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1186","英檢中級 GEPT Intermediate","H","中級","I","historical","adj.","歷史的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1187","英檢中級 GEPT Intermediate","H","中級","I","hive","noun","蜂巢","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1188","英檢中級 GEPT Intermediate","H","中級","I","hollow","adj./noun","空（心）的、空洞的；洞、坑","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1189","英檢中級 GEPT Intermediate","H","中級","I","holy","adj.","神聖的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1190","英檢中級 GEPT Intermediate","H","中級","I","homeland","noun","祖國","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1191","英檢中級 GEPT Intermediate","H","中級","I","honestly","adv.","誠實地、確實","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1192","英檢中級 GEPT Intermediate","H","中級","I","honeymoon","noun/verb","蜜月；度蜜月","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1193","英檢中級 GEPT Intermediate","H","中級","I","honor","noun/verb","榮譽、敬意；尊敬、表揚","= honour (British English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1194","英檢中級 GEPT Intermediate","H","中級","I","honorable","adj.","值得尊敬的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1195","英檢中級 GEPT Intermediate","H","中級","I","hook","noun/verb","（掛）鉤；鉤住","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1196","英檢中級 GEPT Intermediate","H","中級","I","hopeful","adj.","充滿希望的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1197","英檢中級 GEPT Intermediate","H","中級","I","hopefully","adv.","抱希望地、但願","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1198","英檢中級 GEPT Intermediate","H","中級","I","horizon","noun","地平線、視野","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1199","英檢中級 GEPT Intermediate","H","中級","I","horn","noun","動物（角）、號角","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1200","英檢中級 GEPT Intermediate","H","中級","I","horrify","verb","驚嚇","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1201","英檢中級 GEPT Intermediate","H","中級","I","horror","noun","恐懼、驚恐","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1202","英檢中級 GEPT Intermediate","H","中級","I","hose","noun/verb","軟管、水管；用軟管噴水","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1203","英檢中級 GEPT Intermediate","H","中級","I","hostage","noun","人質","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1204","英檢中級 GEPT Intermediate","H","中級","I","hostel","noun","（青年）旅社","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1205","英檢中級 GEPT Intermediate","H","中級","I","hourly","adj./adv.","每小時的；每小時地","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1206","英檢中級 GEPT Intermediate","H","中級","I","household","noun/adj.","家庭；家庭的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1207","英檢中級 GEPT Intermediate","H","中級","I","housekeeper","noun","管家","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1208","英檢中級 GEPT Intermediate","H","中級","I","housewife","noun","家庭主婦","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1209","英檢中級 GEPT Intermediate","H","中級","I","housework","noun","家事","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1210","英檢中級 GEPT Intermediate","H","中級","I","housing","noun","住宅","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1211","英檢中級 GEPT Intermediate","H","中級","I","hug","verb/noun","擁抱","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1212","英檢中級 GEPT Intermediate","H","中級","I","hum","verb/noun","哼（曲）；嗡嗡聲","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1213","英檢中級 GEPT Intermediate","H","中級","I","humanity","noun","人類、人性","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1214","英檢中級 GEPT Intermediate","H","中級","I","humidity","noun","溼度、潮濕","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1215","英檢中級 GEPT Intermediate","H","中級","I","hurricane","noun","颶風","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1216","英檢中級 GEPT Intermediate","H","中級","I","hush","verb/noun","使安靜；沉默","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1217","英檢中級 GEPT Intermediate","H","中級","I","hut","noun","（簡陋）小屋","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1218","英檢中級 GEPT Intermediate","H","中級","I","hydrogen","noun","氫","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/b0dace61493c7857344ce9127b6c040a"
"1219","英檢中級 GEPT Intermediate","I","中級","I","iceberg","noun","冰山","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1220","英檢中級 GEPT Intermediate","I","中級","I","icy","adj.","結冰的、冰冷的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1221","英檢中級 GEPT Intermediate","I","中級","I","ideal","adj./noun","理想的；理想","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1222","英檢中級 GEPT Intermediate","I","中級","I","identical","adj.","完全相同的","","L7","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1223","英檢中級 GEPT Intermediate","I","中級","I","identification","noun","身分證明、辨認","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1224","英檢中級 GEPT Intermediate","I","中級","I","identify","verb","確認、認出","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1225","英檢中級 GEPT Intermediate","I","中級","I","identity","noun","身分","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1226","英檢中級 GEPT Intermediate","I","中級","I","idiom","noun","成語、慣用語","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1227","英檢中級 GEPT Intermediate","I","中級","I","idle","adj./verb","閒置的、無所事事的；閒晃、虛度（光陰）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1228","英檢中級 GEPT Intermediate","I","中級","I","idol","noun","偶像","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1229","英檢中級 GEPT Intermediate","I","中級","I","ignorance","noun","無知、愚昧","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1230","英檢中級 GEPT Intermediate","I","中級","I","ignorant","adj.","不知道的、無知的","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1231","英檢中級 GEPT Intermediate","I","中級","I","illness","noun","疾病","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1232","英檢中級 GEPT Intermediate","I","中級","I","illustrate","verb","說明、加插圖","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1233","英檢中級 GEPT Intermediate","I","中級","I","illustration","noun","插圖、圖示","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1234","英檢中級 GEPT Intermediate","I","中級","I","imaginable","adj.","可想像的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1235","英檢中級 GEPT Intermediate","I","中級","I","imaginary","adj.","想像中的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1236","英檢中級 GEPT Intermediate","I","中級","I","imagination","noun","想像（力）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1237","英檢中級 GEPT Intermediate","I","中級","I","imaginative","adj.","有想像力的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1238","英檢中級 GEPT Intermediate","I","中級","I","imitate","verb","模仿","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1239","英檢中級 GEPT Intermediate","I","中級","I","imitation","noun","模仿","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1240","英檢中級 GEPT Intermediate","I","中級","I","immediate","adj.","立即的、當前的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1241","英檢中級 GEPT Intermediate","I","中級","I","immediately","adv.","立即、直接地","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1242","英檢中級 GEPT Intermediate","I","中級","I","immigrant","noun","移民","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1243","英檢中級 GEPT Intermediate","I","中級","I","immigration","noun","移居（入境）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1244","英檢中級 GEPT Intermediate","I","中級","I","impact","noun/verb","衝擊；對…產生影響","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1245","英檢中級 GEPT Intermediate","I","中級","I","imperial","adj.","帝國的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1246","英檢中級 GEPT Intermediate","I","中級","I","impersonal","adj.","無人情味的、客觀的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1247","英檢中級 GEPT Intermediate","I","中級","I","implement","verb","實施","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1248","英檢中級 GEPT Intermediate","I","中級","I","implication","noun","暗指、可能的影響","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1249","英檢中級 GEPT Intermediate","I","中級","I","imply","verb","暗指、說明","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1250","英檢中級 GEPT Intermediate","I","中級","I","impose","verb","強加、徵（稅）","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1251","英檢中級 GEPT Intermediate","I","中級","I","impress","verb","留下深刻印象","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1252","英檢中級 GEPT Intermediate","I","中級","I","impression","noun","印象","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1253","英檢中級 GEPT Intermediate","I","中級","I","impressive","adj.","令人印象深刻的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1254","英檢中級 GEPT Intermediate","I","中級","I","improvement","noun","改善","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1255","英檢中級 GEPT Intermediate","I","中級","I","incident","noun","（尤指不好的）事件","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1256","英檢中級 GEPT Intermediate","I","中級","I","increasingly","adv.","漸增地","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1257","英檢中級 GEPT Intermediate","I","中級","I","incredible","adj.","難以置信的、極好的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1258","英檢中級 GEPT Intermediate","I","中級","I","indeed","adv.","的確","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1259","英檢中級 GEPT Intermediate","I","中級","I","independence","noun","獨立","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1260","英檢中級 GEPT Intermediate","I","中級","I","India","noun","印度","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1261","英檢中級 GEPT Intermediate","I","中級","I","indication","noun","指示、跡象","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1262","英檢中級 GEPT Intermediate","I","中級","I","indoor","adj.","室內的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1263","英檢中級 GEPT Intermediate","I","中級","I","indoors","adv.","在室內","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1264","英檢中級 GEPT Intermediate","I","中級","I","industrial","adj.","工業的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1265","英檢中級 GEPT Intermediate","I","中級","I","industrialize","verb","工業化","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1266","英檢中級 GEPT Intermediate","I","中級","I","inevitable","adj.","不可避免的","","L8","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1267","英檢中級 GEPT Intermediate","I","中級","I","infant","noun","嬰兒","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1268","英檢中級 GEPT Intermediate","I","中級","I","infect","verb","感染","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1269","英檢中級 GEPT Intermediate","I","中級","I","infection","noun","感染","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1270","英檢中級 GEPT Intermediate","I","中級","I","infer","verb","推論","","L7","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1271","英檢中級 GEPT Intermediate","I","中級","I","inference","noun","推論","","L7","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1272","英檢中級 GEPT Intermediate","I","中級","I","inferior","adj./noun","較差的、下級的；屬下","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1273","英檢中級 GEPT Intermediate","I","中級","I","inflation","noun","通貨膨脹","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1274","英檢中級 GEPT Intermediate","I","中級","I","influential","adj.","有影響力的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1275","英檢中級 GEPT Intermediate","I","中級","I","inform","verb","通知、了解","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1276","英檢中級 GEPT Intermediate","I","中級","I","informal","adj.","非正式的、不拘禮節的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1277","英檢中級 GEPT Intermediate","I","中級","I","informative","adj.","給予知識的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1278","英檢中級 GEPT Intermediate","I","中級","I","informed","adj.","消息靈通的、有見識的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1279","英檢中級 GEPT Intermediate","I","中級","I","ingredient","noun","（烹飪）材料、成分","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1280","英檢中級 GEPT Intermediate","I","中級","I","inhabitant","noun","居民","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1281","英檢中級 GEPT Intermediate","I","中級","I","inherit","verb","繼承、遺傳","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1282","英檢中級 GEPT Intermediate","I","中級","I","initial","adj.","起初的","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1283","英檢中級 GEPT Intermediate","I","中級","I","initial","noun/verb","首字母；簽署姓名首字母","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1284","英檢中級 GEPT Intermediate","I","中級","I","inject","verb","注射","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1285","英檢中級 GEPT Intermediate","I","中級","I","injection","noun","注射","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1286","英檢中級 GEPT Intermediate","I","中級","I","injure","verb","受傷、傷害","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1287","英檢中級 GEPT Intermediate","I","中級","I","inn","noun","小旅館、客棧","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1288","英檢中級 GEPT Intermediate","I","中級","I","inner","adj.","裡面的、內心的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1289","英檢中級 GEPT Intermediate","I","中級","I","innocence","noun","清白、天真無邪","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1290","英檢中級 GEPT Intermediate","I","中級","I","innocent","adj.","無辜的、清白的、天真的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1291","英檢中級 GEPT Intermediate","I","中級","I","input","noun/verb","輸入、投入；（將資訊）輸入、錄入（電腦或其他電子設備）","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1292","英檢中級 GEPT Intermediate","I","中級","I","inquire","verb","詢問、調查","= enquire","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1293","英檢中級 GEPT Intermediate","I","中級","I","inquiry","noun","詢問、調查","= enquiry","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1294","英檢中級 GEPT Intermediate","I","中級","I","insert","verb","插入","","L7","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1295","英檢中級 GEPT Intermediate","I","中級","I","inspect","verb","檢查、審視","","L8","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1296","英檢中級 GEPT Intermediate","I","中級","I","inspector","noun","檢查員","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1297","英檢中級 GEPT Intermediate","I","中級","I","inspiration","noun","靈感","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1298","英檢中級 GEPT Intermediate","I","中級","I","install","verb","安裝","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1299","英檢中級 GEPT Intermediate","I","中級","I","instead","adv.","代替、反而","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1300","英檢中級 GEPT Intermediate","I","中級","I","instinct","noun","本能、直覺","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1301","英檢中級 GEPT Intermediate","I","中級","I","institute","noun","學院、協會","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1302","英檢中級 GEPT Intermediate","I","中級","I","institution","noun","機構、制度","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1303","英檢中級 GEPT Intermediate","I","中級","I","instruct","verb","教授、指示、命令","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1304","英檢中級 GEPT Intermediate","I","中級","I","instruction","noun","指示、命令","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1305","英檢中級 GEPT Intermediate","I","中級","I","instructor","noun","教練、講師","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1306","英檢中級 GEPT Intermediate","I","中級","I","insult","noun/verb","侮辱、辱駡","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1307","英檢中級 GEPT Intermediate","I","中級","I","insurance","noun","保險（業）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1308","英檢中級 GEPT Intermediate","I","中級","I","intellectual","adj./noun","智力的、聰明的；知識份子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1309","英檢中級 GEPT Intermediate","I","中級","I","intelligence","noun","智慧","","L6","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1310","英檢中級 GEPT Intermediate","I","中級","I","intend","verb","打算、意指","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
"1311","英檢中級 GEPT Intermediate","I","中級","I","intense","adj.","劇烈的、熱切的","","L8","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/fbdc7acccd9160cb230bb8697e4dbf61"
