序號,分類,字母,單字或片語,詞性縮寫,詞性,中文含義,來源
288,TOEFL 托福高頻詞彙 1-1000,A,appreciation,n.,名詞,"欣赏;口味,兴趣",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
289,TOEFL 托福高頻詞彙 1-1000,A,apprentice,n.,名詞,学徒,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
290,TOEFL 托福高頻詞彙 1-1000,A,approach,n. / vt.,名詞 / 及物動詞,"方方法；接近,靠近",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
291,TOEFL 托福高頻詞彙 1-1000,A,approaching,adj.,形容詞,"接近的,逼近的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
292,TOEFL 托福高頻詞彙 1-1000,A,appropriate,adj. / vt.,形容詞 / 及物動詞,"适当的,恰当的；拨款",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
293,TOEFL 托福高頻詞彙 1-1000,A,appropriation,n.,名詞,拨款,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
294,TOEFL 托福高頻詞彙 1-1000,A,approve,vt. / vi.,及物動詞 / 不及物動詞,"批准；赞成,同意",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
295,TOEFL 托福高頻詞彙 1-1000,A,approval,n.,名詞,"赞成,正式批准",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
296,TOEFL 托福高頻詞彙 1-1000,D,disapproval,n.,名詞,不不赞成,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
297,TOEFL 托福高頻詞彙 1-1000,A,approximate,v. / adj.,動詞 / 形容詞,"接近,近似；大大约的,估计的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
298,TOEFL 托福高頻詞彙 1-1000,A,approximately,adv.,副詞,"近似地,大大约",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
299,TOEFL 托福高頻詞彙 1-1000,A,apt,adj.,形容詞,"恰当的,贴切的；易易于...的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
300,TOEFL 托福高頻詞彙 1-1000,A,aptly,adv.,副詞,"适当地,得体地",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
301,TOEFL 托福高頻詞彙 1-1000,A,aquatic,adj.,形容詞,"水生的,水栖的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
302,TOEFL 托福高頻詞彙 1-1000,A,aquarium,n.,名詞,水族馆,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
303,TOEFL 托福高頻詞彙 1-1000,A,arbitrary,adj.,形容詞,"专横的,专制的,武断的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
304,TOEFL 托福高頻詞彙 1-1000,A,arboreal,adj.,形容詞,树栖的;树的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
305,TOEFL 托福高頻詞彙 1-1000,A,arc,n.,名詞,"弧形,拱形",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
306,TOEFL 托福高頻詞彙 1-1000,A,archaeology,n.,名詞,考古学,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
307,TOEFL 托福高頻詞彙 1-1000,A,archaeological,adj.,形容詞,考古学的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
308,TOEFL 托福高頻詞彙 1-1000,A,archipelago,n.,名詞,群岛,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
309,TOEFL 托福高頻詞彙 1-1000,A,architect,n.,名詞,建筑师,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
310,TOEFL 托福高頻詞彙 1-1000,A,architecture,n.,名詞,建筑;建筑学,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
311,TOEFL 托福高頻詞彙 1-1000,A,architectural,adj.,形容詞,建筑上的;建筑学的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
312,TOEFL 托福高頻詞彙 1-1000,A,ardent,adj.,形容詞,"热烈烈投入入的,极热心的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
313,TOEFL 托福高頻詞彙 1-1000,A,arduous,adj.,形容詞,"费力的,艰难的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
314,TOEFL 托福高頻詞彙 1-1000,A,arena,n.,名詞,"竞技场,舞台",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
315,TOEFL 托福高頻詞彙 1-1000,A,aria,n.,名詞,"独唱曲,咏叹调",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
316,TOEFL 托福高頻詞彙 1-1000,A,arid,adj.,形容詞,干旱的;贫瘠的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
317,TOEFL 托福高頻詞彙 1-1000,S,semiarid,adj.,形容詞,"雨雨量量非非常少的,半干旱的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
318,TOEFL 托福高頻詞彙 1-1000,A,arithmetic,n.,名詞,算数,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
319,TOEFL 托福高頻詞彙 1-1000,A,armor,n.,名詞,装甲;装甲⻋车,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
320,TOEFL 托福高頻詞彙 1-1000,A,armored,adj.,形容詞,"披甲的,装甲的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
321,TOEFL 托福高頻詞彙 1-1000,A,arms,n.,名詞,"武器,兵种",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
322,TOEFL 托福高頻詞彙 1-1000,A,armory,n.,名詞,"纹章;兵工厂厂,军械库",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
323,TOEFL 托福高頻詞彙 1-1000,A,aroma,n.,名詞,"香香气气,芬芳,芳香香",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
324,TOEFL 托福高頻詞彙 1-1000,A,aromatic,adj.,形容詞,芬芳的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
325,TOEFL 托福高頻詞彙 1-1000,A,arouse,vt.,及物動詞,"刺刺激,激起;唤醒",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
326,TOEFL 托福高頻詞彙 1-1000,A,arrange,vt.,及物動詞,"计划,准备；整理理,摆放",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
327,TOEFL 托福高頻詞彙 1-1000,A,arrangement,n.,名詞,"排列列,安排",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
328,TOEFL 托福高頻詞彙 1-1000,A,array,n.,名詞,"展示,陈列列;一一系列列",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
329,TOEFL 托福高頻詞彙 1-1000,A,arsenal,n.,名詞,"兵工厂厂,军械库",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
330,TOEFL 托福高頻詞彙 1-1000,A,arthritis,n.,名詞,关节炎,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
331,TOEFL 托福高頻詞彙 1-1000,A,article,n.,名詞,"论文文,文文章；物品；条款",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
332,TOEFL 托福高頻詞彙 1-1000,P,particle,n.,名詞,"点,微粒",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
333,TOEFL 托福高頻詞彙 1-1000,A,articulate,vt. / adj.,及物動詞 / 形容詞,"清楚地讲话,清晰地发音音；善于言言辞的;表达清晰的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
334,TOEFL 托福高頻詞彙 1-1000,P,particulate,adj.,形容詞,微小的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
335,TOEFL 托福高頻詞彙 1-1000,A,artificial,adj.,形容詞,"人造的,人工的；虚假的,矫揉造作的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
336,TOEFL 托福高頻詞彙 1-1000,A,artisan,n.,名詞,"手手工业工人,手手艺人",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
337,TOEFL 托福高頻詞彙 1-1000,A,as far as,词组,片語,就...来说;远及,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
338,TOEFL 托福高頻詞彙 1-1000,A,as such,词组,片語,"就象这样做,就本身而而论",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
339,TOEFL 托福高頻詞彙 1-1000,A,as a rule,词组,片語,"通常,总的来说",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
340,TOEFL 托福高頻詞彙 1-1000,A,as a rule of thumb,词组,片語,大大概来说,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
341,TOEFL 托福高頻詞彙 1-1000,A,ascend,vt.,及物動詞,"(渐渐)上升,升高高;攀登",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
342,TOEFL 托福高頻詞彙 1-1000,A,ascending,adj.,形容詞,"上升的,向上的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
343,TOEFL 托福高頻詞彙 1-1000,A,ascent,n.,名詞,"攀登,上升",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
344,TOEFL 托福高頻詞彙 1-1000,A,ascribe,vt.,及物動詞,把...归于,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
345,TOEFL 托福高頻詞彙 1-1000,A,aspect,n.,名詞,"(问题的)方方面;(事物的)一一部分；观点,⻆角度",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
346,TOEFL 托福高頻詞彙 1-1000,A,aspiring,adj.,形容詞,"有抱负的,有理理想的,积极向上的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
347,TOEFL 托福高頻詞彙 1-1000,A,aspiration,n.,名詞,"雄心,抱负",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
348,TOEFL 托福高頻詞彙 1-1000,A,assault,n.,名詞,(武力)袭击;(口头)攻击,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
349,TOEFL 托福高頻詞彙 1-1000,A,assemble,vt. / vi.,及物動詞 / 不及物動詞,"集合,装配；聚集",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
350,TOEFL 托福高頻詞彙 1-1000,A,assembly,n.,名詞,"集会;参加集会的人们；装配,安装",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
351,TOEFL 托福高頻詞彙 1-1000,A,assembly line,词组,片語,"装配线,流水线",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
352,TOEFL 托福高頻詞彙 1-1000,A,assemblage,n.,名詞,"集合,组合",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
353,TOEFL 托福高頻詞彙 1-1000,A,assert,vt.,及物動詞,"声称,坚持",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
354,TOEFL 托福高頻詞彙 1-1000,A,assess,vt.,及物動詞,"估计,分析,评估",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
355,TOEFL 托福高頻詞彙 1-1000,A,assessment,n.,名詞,"估价,评估",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
356,TOEFL 托福高頻詞彙 1-1000,A,asset,n.,名詞,"assets 财产,资产；优势;重要的品质",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
357,TOEFL 托福高頻詞彙 1-1000,C,cassette,n.,名詞,盒式磁带,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
358,TOEFL 托福高頻詞彙 1-1000,V,videocassette,n.,名詞,录像带,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
359,TOEFL 托福高頻詞彙 1-1000,A,assignment,n.,名詞,"任务,作业；分配",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
360,TOEFL 托福高頻詞彙 1-1000,A,assimilate,vt.,及物動詞,"学习,吸收(知识)；吃,吸收",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
361,TOEFL 托福高頻詞彙 1-1000,A,assistant,n. / adj.,名詞 / 形容詞,"助手手,助教；辅助的,助理理的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
362,TOEFL 托福高頻詞彙 1-1000,A,assist,vt.,及物動詞,"援助,帮助",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
363,TOEFL 托福高頻詞彙 1-1000,A,assistance,n.,名詞,"协助,援助",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
364,TOEFL 托福高頻詞彙 1-1000,A,assistantship,n.,名詞,研究生助教奖学金金金,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
365,TOEFL 托福高頻詞彙 1-1000,A,associate,v. / n. / adj.,動詞 / 名詞 / 形容詞,"关联,联合；伙伴；准的/副的(比比正职低一一级)",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
366,TOEFL 托福高頻詞彙 1-1000,A,association,n.,名詞,"关联,联合；协会",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
367,TOEFL 托福高頻詞彙 1-1000,A,assorted,adj.,形容詞,"各式各样的,多样混合的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
368,TOEFL 托福高頻詞彙 1-1000,A,assortment,n.,名詞,"各类物品的聚集,混合物",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
369,TOEFL 托福高頻詞彙 1-1000,A,assume,vt.,及物動詞,"假定,设想；承担(责任);采用用(形式或姿势)",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
370,TOEFL 托福高頻詞彙 1-1000,A,assumption,n.,名詞,假设;就职,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
371,TOEFL 托福高頻詞彙 1-1000,A,assure,vt.,及物動詞,"确保;向...保证,使确信",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
372,TOEFL 托福高頻詞彙 1-1000,A,assuredly,adv.,副詞,"确实地,确信地",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
373,TOEFL 托福高頻詞彙 1-1000,R,reassure,vt.,及物動詞,"使...安心,打消...疑虑",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
374,TOEFL 托福高頻詞彙 1-1000,A,astonish,vt.,及物動詞,使惊讶,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
375,TOEFL 托福高頻詞彙 1-1000,A,astonished,adj.,形容詞,惊讶的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
376,TOEFL 托福高頻詞彙 1-1000,A,astonishing,adj.,形容詞,"惊人的,奇迹的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
377,TOEFL 托福高頻詞彙 1-1000,A,astound,vt.,及物動詞,使惊异,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
378,TOEFL 托福高頻詞彙 1-1000,A,astounding,adj.,形容詞,令人吃惊的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
379,TOEFL 托福高頻詞彙 1-1000,A,astronomical,adj.,形容詞,天文文学的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
380,TOEFL 托福高頻詞彙 1-1000,A,astronomy,n.,名詞,天文文学,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
381,TOEFL 托福高頻詞彙 1-1000,A,astronomer,n.,名詞,天文文学家,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
382,TOEFL 托福高頻詞彙 1-1000,A,astute,adj.,形容詞,"机敏敏的,精明的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
383,TOEFL 托福高頻詞彙 1-1000,A,asymmetrical,adj.,形容詞,"不不均匀的,不不对称的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
384,TOEFL 托福高頻詞彙 1-1000,A,at intervals,词组,片語,不不时;相隔一一段距离,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
385,TOEFL 托福高頻詞彙 1-1000,A,at one session,词组,片語,"一一下子,一一次性",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
386,TOEFL 托福高頻詞彙 1-1000,A,at the cutting edge of,词组,片語,在...的关键时刻/状态/位置,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
387,TOEFL 托福高頻詞彙 1-1000,A,atheist,n.,名詞,无神论者,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
388,TOEFL 托福高頻詞彙 1-1000,T,theist,n.,名詞,有神论者,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
389,TOEFL 托福高頻詞彙 1-1000,A,athlete,n.,名詞,运动员,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
390,TOEFL 托福高頻詞彙 1-1000,A,atmosphere,n.,名詞,"大大气气,大大气气层;(某地的)空气气",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
391,TOEFL 托福高頻詞彙 1-1000,A,atom,n.,名詞,原子,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
392,TOEFL 托福高頻詞彙 1-1000,A,atomic,adj.,形容詞,原子的;微小的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
393,TOEFL 托福高頻詞彙 1-1000,A,atomization,n.,名詞,原子化;雾化,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
394,TOEFL 托福高頻詞彙 1-1000,A,atrophy,n.,名詞,萎缩;萎缩症,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
395,TOEFL 托福高頻詞彙 1-1000,A,attachment,n.,名詞,"依恋,喜欢；附件,附加装置,配属",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
396,TOEFL 托福高頻詞彙 1-1000,A,attach,vt.,及物動詞,"系,缚",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
397,TOEFL 托福高頻詞彙 1-1000,A,attached,adj.,形容詞,"附加的,附属的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
398,TOEFL 托福高頻詞彙 1-1000,A,attain,vt.,及物動詞,"达到,获得",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
399,TOEFL 托福高頻詞彙 1-1000,A,attainment,n.,名詞,成就,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
400,TOEFL 托福高頻詞彙 1-1000,A,attempt,,,尝试,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
401,TOEFL 托福高頻詞彙 1-1000,A,attend,vt.,及物動詞,参加;入入学；照顾,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
402,TOEFL 托福高頻詞彙 1-1000,A,attendant,n. / adj.,名詞 / 形容詞,"侍者,护理理人员；伴随的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
403,TOEFL 托福高頻詞彙 1-1000,A,attendance,n.,名詞,"出席,出席的人数",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
404,TOEFL 托福高頻詞彙 1-1000,A,attention,n.,名詞,"注意,重视,关心",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
405,TOEFL 托福高頻詞彙 1-1000,A,attire,n.,名詞,"穿着,服饰(正规服装的总称)",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
406,TOEFL 托福高頻詞彙 1-1000,A,attorney,n.,名詞,"代理理人,辩护律律师",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
407,TOEFL 托福高頻詞彙 1-1000,A,attract,vt.,及物動詞,吸引;引起注意,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
408,TOEFL 托福高頻詞彙 1-1000,A,attraction,n.,名詞,吸引;吸引人的事物,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
409,TOEFL 托福高頻詞彙 1-1000,A,attractive,adj.,形容詞,"吸引人的,有魅力的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
410,TOEFL 托福高頻詞彙 1-1000,A,attribute,n. / vi.,名詞 / 不及物動詞,"属性,品质；把...归于,归因于",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
411,TOEFL 托福高頻詞彙 1-1000,A,audible,adj.,形容詞,听得⻅见的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
412,TOEFL 托福高頻詞彙 1-1000,A,audit,vt.,及物動詞,"旁听;稽核,审查",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
413,TOEFL 托福高頻詞彙 1-1000,A,audience,n.,名詞,观众,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
414,TOEFL 托福高頻詞彙 1-1000,A,auditorium,n.,名詞,大大礼堂,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
415,TOEFL 托福高頻詞彙 1-1000,A,audition,n.,名詞,(对艺人的)面试(试演/试唱),https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
416,TOEFL 托福高頻詞彙 1-1000,A,auger,n.,名詞,"螺丝钻,钻孔机",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
417,TOEFL 托福高頻詞彙 1-1000,A,augment,vt.,及物動詞,"增加,增大大",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
418,TOEFL 托福高頻詞彙 1-1000,A,aurora,n.,名詞,极光=auroral light,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
419,TOEFL 托福高頻詞彙 1-1000,A,authentic,adj.,形容詞,"真的;可靠的,确实的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
420,TOEFL 托福高頻詞彙 1-1000,A,authenticate,vt.,及物動詞,证明...为真,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
421,TOEFL 托福高頻詞彙 1-1000,A,authority,n.,名詞,"权力,权限;权威人士；authorities 当局",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
422,TOEFL 托福高頻詞彙 1-1000,A,authorize,vt.,及物動詞,"授权,批准",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
423,TOEFL 托福高頻詞彙 1-1000,A,autobiography,n.,名詞,自自传,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
424,TOEFL 托福高頻詞彙 1-1000,A,autobiographical,adj.,形容詞,"自自传的,自自传体的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
425,TOEFL 托福高頻詞彙 1-1000,B,biography,n.,名詞,传记,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
426,TOEFL 托福高頻詞彙 1-1000,A,automated,adj.,形容詞,自自动的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
427,TOEFL 托福高頻詞彙 1-1000,A,automatic,adj.,形容詞,"自自动(化)的;无意识的,机械的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
428,TOEFL 托福高頻詞彙 1-1000,A,autonomy,n.,名詞,"自自治,自自治权",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
429,TOEFL 托福高頻詞彙 1-1000,A,autonomous,adj.,形容詞,"自自治的,独立立的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
430,TOEFL 托福高頻詞彙 1-1000,A,auxiliary,adj.,形容詞,辅助的;补充的,https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
431,TOEFL 托福高頻詞彙 1-1000,A,available,adj.,形容詞,"自自由的,有空的；可利利用用的,可得到的",https://meweenglish.com/wp-content/uploads/2020/10/ENG-CHN-VOCAB-TOEFL.pdf
